3zPvfVmL0nE,550.000,560.000,"/m/05r6t,/m/06by7"
5CtvEcPtknI,200.000,210.000,"/m/05w3f,/m/06by7"
6OVb3rjcB3Q,570.000,580.000,"/m/01jnbd,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/06by7,/m/0fx80y"
7Mv4eKPe850,110.000,120.000,"/m/015lz1,/m/04rlf,/m/06by7,/m/07s8j8t"
8pit9UV69S8,0.000,10.000,"/m/04rlf,/m/06by7,/m/07pt_g0"
9JlifkCmUOk,290.000,300.000,"/m/015lz1,/m/04rlf,/m/06by7,/m/07s8j8t,/m/07sbbz2"
9ZUzftiN2uw,10.000,20.000,"/m/046dlr,/m/04rlf,/m/05rwpb,/m/06by7,/m/07pp_mv"
9kt7rsziUVQ,140.000,150.000,"/m/04rlf,/m/06by7,/m/0dl5d"
ARXTRdKCupM,30.000,40.000,"/m/018vs,/m/03lty,/m/04rlf,/m/05r6t,/m/06by7,/m/0dl5d"
AaUZb-iRStE,80.000,90.000,"/m/04rlf,/m/06by7,/m/07sr1lc"
C6-JxDWYJ-A,70.000,80.000,"/m/04rlf,/m/06by7,/m/07sbbz2"
CdWA-SNcYpM,160.000,170.000,"/m/04rlf,/m/06by7,/t/dd00126,/t/dd00127"
DYp8940tHso,0.000,10.000,"/m/03lty,/m/04rlf,/m/06by7"
GcOOmVSM8Uw,110.000,120.000,"/m/032n05,/m/04rlf,/m/06by7,/m/09x0r"
GcYeBWujhjw,10.000,20.000,"/m/02hnl,/m/0342h,/m/04rlf,/m/04szw,/m/06by7,/m/07pt_g0"
InfQUMh935c,30.000,40.000,"/m/015lz1,/m/04rlf,/m/06by7,/m/07sbbz2"
Ir82jewhXCo,0.000,10.000,"/m/04rlf,/m/05r6t,/m/06by7"
JwVUq6EZEiE,50.000,60.000,"/m/015lz1,/m/04rlf,/m/05w3f,/m/06by7,/m/074ft"
KKgYvcfrxj4,110.000,120.000,"/m/04rlf,/m/06by7,/m/0dls3"
KSFND-AdqZs,90.000,100.000,"/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/06by7,/m/0b9m1,/m/0fx80y,/m/0g12c5"
KU2bOYiBX28,80.000,90.000,"/m/04rlf,/m/06by7,/m/0dl5d"
KiIXsM_m6u4,250.000,260.000,"/m/015lz1,/m/03lty,/m/04rlf,/m/06by7,/m/0dls3"
MQ1Q7xydJPU,220.000,230.000,"/m/01j4z9,/m/026t6,/m/0342h,/m/03lty,/m/04rlf,/m/04szw,/m/06by7"
PdgswSjYhMw,70.000,80.000,"/m/04rlf,/m/05w3f,/m/06by7"
SKQbQXPjmvE,70.000,80.000,"/m/04rlf,/m/06by7,/m/09x0r,/m/0dls3"
T8U3ihbHh9A,0.000,10.000,"/m/018vs,/m/0342h,/m/04rlf,/m/04szw,/m/06by7,/m/0fx80y"
T9hK44Ki8_A,30.000,40.000,"/m/04rlf,/m/06by7,/m/07sbbz2"
